0,1314.94654733,-0.642640592726
1,2292.70229846,-1.06067633452
2,3134.14127546,-1.40423798017
0,2021.88776414,-0.600931697329
1,3111.9628622,-1.1139829122
2,2226.51167471,-1.28452333114
0,1217.54635377,-0.667832645214
1,1437.29557319,-1.09412725594
2,2621.51487114,-1.42251484334
0,1112.00913249,-0.688535655995
1,3487.01325714,-1.07959477128
2,2401.48652249,-1.44367880846
0,1496.14124199,-0.6058093073
1,2953.83805056,-0.987886771567
2,2349.8627379,-1.39065802111
0,1550.11044576,-0.671950391405
1,1428.39089336,-1.05896054105
2,3295.34695636,-1.28180019123
0,1488.48103692,-0.595894822024
1,3212.62071805,-1.1099809466
2,1928.55609572,-1.4079158575
0,1013.07695578,-0.697380565253
1,3296.99809875,-1.18249558021
2,2961.19910162,-1.43114345242
0,1135.61629832,-0.662166281208
1,2883.69992628,-1.06896706811
2,2297.30671008,-1.44674573339
0,913.405894987,-0.695847045248
1,1247.93239515,-1.16948204324
2,2884.94752806,-1.24122174423
0,1374.33757049,-0.647567028954
1,1801.92979019,-1.11966616091
2,2769.33846506,-1.19586520831
0,1275.12431691,-0.708195241114
1,2360.22291752,-1.15175844947
2,2869.080206,-1.37587078357
0,1409.15286972,-0.598296419595
1,1927.03717106,-1.20448131187
2,2656.2201554,-1.38802510804
0,1462.50954346,-0.672193337042
1,1838.24616905,-1.01417708063
2,2497.22930496,-1.4045475173
0,1203.89239422,-0.648318135659
1,1761.56576702,-1.09515278627
2,1844.46901442,-1.33161180775
0,1911.46555786,-0.609117253224
1,2931.47061616,-1.05135717082
2,3133.17884149,-1.30959650997
0,735.420808921,-0.645069683618
1,2490.96581032,-1.00958692827
2,3327.23426589,-1.40331862603
0,1706.89328513,-0.61563722491
1,3036.61842584,-1.13928888297
2,3260.77292807,-1.40894564404
0,1459.00986345,-0.653391612779
1,2908.77059267,-1.07685226567
2,2568.1086871,-1.25533612773
0,1149.70485532,-0.615537357985
1,2775.08766035,-1.21497614618
2,2208.80551594,-1.2917715789
0,1604.61448234,-0.607522184234
1,2513.4083484,-1.1429464185
2,1618.56570246,-1.30219176924
0,1471.51586829,-0.649101532761
1,2408.75508757,-1.13008314598
2,3068.93820872,-1.29763816525
0,1523.71134726,-0.682016646093
1,3200.78441741,-1.08811272408
2,2501.19350015,-1.34203697045
0,1557.27175591,-0.600398210015
1,3600.07573809,-1.11779642988
2,2868.35259717,-1.27172941264
0,1641.91583508,-0.621330348894
1,2286.71298484,-1.18153714904
2,3102.59196928,-1.40893336345
0,1922.47878175,-0.648167852225
1,3283.77992353,-1.13232049675
2,2222.35526305,-1.40683220663
0,911.20343941,-0.675368101765
1,2569.54839993,-1.1124943819
2,2520.92107554,-1.45249854708
0,1457.15362166,-0.620995416595
1,2921.15389439,-1.03276312604
2,2750.68520626,-1.43978027512
0,1807.41980021,-0.615816565666
1,2538.32967589,-1.10657144842
2,1805.33780259,-1.34974383532
0,1205.91160002,-0.700790104627
1,1872.54018066,-1.06531557822
2,3276.98611107,-1.45148945904
0,1135.62798593,-0.650529038073
1,2450.30969084,-1.06079602386
2,1977.21205976,-1.40587183833
0,781.814874946,-0.675951844923
1,2014.8871409,-1.11064636801
2,2869.87437278,-1.26989120333
0,1186.16287838,-0.608323376261
1,2361.57691163,-1.09246426792
2,3218.99649227,-1.52905148485
0,1105.68217849,-0.624607373054
1,2479.74438778,-0.99810362509
2,2797.61581404,-1.41614211306
0,1118.05364256,-0.615939665828
1,2342.28031019,-1.03985863022
2,2342.9794405,-1.25303968568
0,1292.0086814,-0.65292163034
1,2609.02486473,-1.11294207682
2,2725.95304956,-1.49545244693
0,1130.80869383,-0.66393108985
1,3101.01449243,-1.09179894746
2,2708.28797298,-1.43331967029
0,1741.99923729,-0.619358374769
1,2412.26543674,-1.04688284697
2,2307.2545333,-1.44426869299
0,1318.41269788,-0.59713750443
1,2497.16790191,-1.15060755607
2,2841.24025713,-1.43590848013
0,1691.46702789,-0.635738462314
1,1472.34407536,-1.06275535133
2,2442.33130241,-1.28251764566
0,1530.74561527,-0.577579151815
1,1893.90983255,-1.20069956011
2,2438.37263496,-1.26929512857
0,1459.16242579,-0.649564456626
1,1373.07162021,-1.14673298812
2,2184.31208111,-1.29906496435
0,1266.86553707,-0.633092425644
1,1709.88343702,-1.10024254684
2,2440.28366905,-1.47913060974
0,1146.56661612,-0.581779722673
1,3055.30435563,-1.16168295054
2,3182.26734615,-1.27374676013
0,1412.7277995,-0.631552505907
1,3133.20208276,-1.00802883901
2,2582.02900707,-1.31085992702
0,1535.17531989,-0.67782036808
1,2942.94818977,-1.09819240129
2,2368.15254713,-1.40851694143
